"id_polifenol"	"polifenol"	"id_gene"	"gene"	"quant"	"pmids"
"6318"	"8"	"Curcumin"	"HGNC:4805"	"HAGH"	1	"18946510"
"6342"	"8"	"Curcumin"	"HGNC:11433"	"STX1A"	1	"16819191"
"6344"	"8"	"Curcumin"	"HGNC:18319"	"PRIMA1"	1	"22189739"
"6346"	"8"	"Curcumin"	"HGNC:1728"	"CDC27"	2	"22280307,21427908"
"6354"	"8"	"Curcumin"	"HGNC:10009"	"RHD"	2	"21109950,16550606"
"6357"	"8"	"Curcumin"	"HGNC:23847"	"ZBTB4"	1	"23194063"
"6386"	"8"	"Curcumin"	"HGNC:16942"	"ERN2"	2	"25813094,26370218"
"6403"	"8"	"Curcumin"	"HGNC:13239"	"EVA1C"	2	"22159410,26919094"
"6412"	"8"	"Curcumin"	"HGNC:10969"	"SLC22A5"	1	"27445823"
"6417"	"8"	"Curcumin"	"HGNC:20772"	"TUBB3"	1	"19138983"
"6426"	"8"	"Curcumin"	"HGNC:5185"	"HRK"	1	"28187956"
"6432"	"8"	"Curcumin"	"HGNC:7634"	"NAIP"	2	"19250217,15911101"
"6435"	"8"	"Curcumin"	"HGNC:10780"	"SRSF1"	2	"21239154,28431975"
"6436"	"8"	"Curcumin"	"HGNC:8923"	"PHGDH"	2	"21239154,23294827"
"6437"	"8"	"Curcumin"	"HGNC:13799"	"ERP29"	1	"21239154"
"6446"	"8"	"Curcumin"	"HGNC:10539"	"TSPAN31"	2	"24503718,20387230"
"6473"	"8"	"Curcumin"	"HGNC:12022"	"TPT1"	1	"20878089"
"6490"	"8"	"Curcumin"	"HGNC:12429"	"TWSG1"	1	"23145775"
"6499"	"8"	"Curcumin"	"HGNC:10252"	"ROCK2"	1	"25596714"
"6501"	"8"	"Curcumin"	"HGNC:5383"	"IDH2"	1	"21110780"
"6504"	"8"	"Curcumin"	"HGNC:13745"	"FSD1"	1	"28617957"
"6520"	"8"	"Curcumin"	"HGNC:24040"	"ADIPOR1"	1	"26656720"
"6526"	"8"	"Curcumin"	"HGNC:16711"	"TLR6"	1	"17052672"
"6541"	"8"	"Curcumin"	"HGNC:8780"	"PDE4A"	1	"25230992"
"6544"	"8"	"Curcumin"	"HGNC:4629"	"GSTA4"	1	"20857431"
"6555"	"8"	"Curcumin"	"HGNC:12524"	"UGCG"	1	"25240837"
"6560"	"8"	"Curcumin"	"HGNC:5951"	"CADM1"	1	"28713935"
"6566"	"8"	"Curcumin"	"HGNC:14240"	"SMPD3"	1	"25240837"
"6582"	"8"	"Curcumin"	"HGNC:18367"	"PADI1"	1	"20878089"
"6607"	"8"	"Curcumin"	"HGNC:7230"	"MRE11"	1	"28810532"
"6665"	"8"	"Curcumin"	"HGNC:4261"	"GH1"	1	"29770869"
"6680"	"8"	"Curcumin"	"HGNC:10622"	"CCL23"	2	"19221248,26098778"
"6681"	"8"	"Curcumin"	"HGNC:11823"	"TIMP4"	1	"22994744"
"6706"	"8"	"Curcumin"	"HGNC:7861"	"NNMT"	1	"17922140"
"6713"	"8"	"Curcumin"	"HGNC:8766"	"PDCD6IP"	1	"20036734"
"6717"	"8"	"Curcumin"	"HGNC:3560"	"FABP5"	1	"25260874"
"6722"	"8"	"Curcumin"	"HGNC:13723"	"CTCF"	1	"18348204"
"6730"	"8"	"Curcumin"	"HGNC:15991"	"LMLN"	2	"17148446,17493651"
"6758"	"8"	"Curcumin"	"HGNC:2515"	"CTNND1"	1	"24465712"
"6765"	"8"	"Curcumin"	"HGNC:10779"	"SFRP5"	1	"16101141"
"6771"	"8"	"Curcumin"	"HGNC:16369"	"PARK7"	1	"27845899"
"6775"	"8"	"Curcumin"	"HGNC:2551"	"CUL1"	1	"17429597"
"6778"	"8"	"Curcumin"	"HGNC:14076"	"CERS2"	1	"25839235"
"6780"	"8"	"Curcumin"	"HGNC:21689"	"FIS1"	1	"28698153"
"6783"	"8"	"Curcumin"	"HGNC:10879"	"STIL"	1	"19383353"
"6793"	"8"	"Curcumin"	"HGNC:10773"	"SFN"	1	"26124332"
"6795"	"8"	"Curcumin"	"HGNC:1001"	"BCL6"	1	"20534395"
"6828"	"8"	"Curcumin"	"HGNC:2700"	"DCLK1"	1	"26366338"
"6830"	"8"	"Curcumin"	"HGNC:6010"	"IL2RG"	1	"17392282"
"6840"	"8"	"Curcumin"	"HGNC:407"	"ALDH1B1"	1	"25280404"
"6869"	"8"	"Curcumin"	"HGNC:2202"	"COL4A1"	2	"28618934,29139094"
"6876"	"8"	"Curcumin"	"HGNC:7898"	"NPC1L1"	1	"20403165"
"6907"	"8"	"Curcumin"	"HGNC:6874"	"MAPK12"	1	"27307780"
"6911"	"8"	"Curcumin"	"HGNC:1082"	"BNIP1"	1	"16101141"
"6916"	"8"	"Curcumin"	"HGNC:1886"	"CGB3"	1	"19127081"
"6927"	"8"	"Curcumin"	"HGNC:13450"	"BANP"	1	"22013068"
"6954"	"8"	"Curcumin"	"HGNC:8059"	"NUMA1"	1	"12063069"
"6956"	"8"	"Curcumin"	"HGNC:993"	"BCL2L10"	1	"23794119"
"6960"	"8"	"Curcumin"	"HGNC:14369"	"ENDOU"	1	"11237388"
"6967"	"8"	"Curcumin"	"HGNC:17169"	"PRDX4"	1	"24427321"
"6969"	"8"	"Curcumin"	"HGNC:9154"	"PNKP"	2	"29277765,26108778"
"6979"	"8"	"Curcumin"	"HGNC:24358"	"TSPYL2"	1	"20393484"
"6982"	"8"	"Curcumin"	"HGNC:7330"	"MSI1"	1	"26366338"
"6985"	"8"	"Curcumin"	"HGNC:10290"	"RPA2"	1	"28210221"
"6989"	"8"	"Curcumin"	"HGNC:11784"	"THBD"	1	"15733976"
"7000"	"8"	"Curcumin"	"HGNC:2411"	"CRYGD"	1	"25847272"
"7007"	"8"	"Curcumin"	"HGNC:6442"	"KRT5"	1	"25051199"
"7018"	"8"	"Curcumin"	"HGNC:2672"	"DAP"	2	"21702507,23663277"
"7043"	"8"	"Curcumin"	"HGNC:24430"	"KRT76"	2	"23305490,23479219"
"7044"	"8"	"Curcumin"	"HGNC:6277"	"KCNK2"	2	"23305490,23479219"
"7059"	"8"	"Curcumin"	"HGNC:17"	"AADAC"	1	"27588609"
"7082"	"8"	"Curcumin"	"HGNC:3748"	"FLG"	1	"28736282"
"7085"	"8"	"Curcumin"	"HGNC:17280"	"ANKRD6"	1	"19577457"
"7093"	"8"	"Curcumin"	"HGNC:19338"	"CDK19"	1	"28210221"
"7104"	"8"	"Curcumin"	"HGNC:10452"	"RRM2"	1	"28431975"
"7113"	"8"	"Curcumin"	"HGNC:6358"	"KLK10"	1	"26608647"
"7115"	"8"	"Curcumin"	"HGNC:9205"	"PON2"	2	"26608647,29139094"
"7116"	"8"	"Curcumin"	"HGNC:11003"	"SLC29A1"	1	"28365185"
"7140"	"8"	"Curcumin"	"HGNC:1701"	"CD81"	1	"28210221"
"7146"	"8"	"Curcumin"	"HGNC:8926"	"PHKA2"	2	"23231506,7511111"
"7190"	"8"	"Curcumin"	"HGNC:5186"	"PRMT2"	1	"23389039"
"7210"	"8"	"Curcumin"	"HGNC:3976"	"FTH1"	1	"25786779"
"7214"	"8"	"Curcumin"	"HGNC:15598"	"HAMP"	1	"18815282"
"7217"	"8"	"Curcumin"	"HGNC:8744"	"PCSK2"	1	"27404761"
"7218"	"8"	"Curcumin"	"HGNC:8140"	"OPA1"	1	"28698153"
"7222"	"8"	"Curcumin"	"HGNC:10956"	"SLCO1A2"	1	"22822540"
"7227"	"8"	"Curcumin"	"HGNC:1743"	"CDC5L"	1	"26238775"
"7240"	"8"	"Curcumin"	"HGNC:7966"	"NR1H3"	1	"28146130"
"7243"	"8"	"Curcumin"	"HGNC:10962"	"SLCO2B1"	1	"22300367"
"7262"	"8"	"Curcumin"	"HGNC:17346"	"PRPF4B"	1	"24144778"
"7264"	"8"	"Curcumin"	"HGNC:9322"	"PPP5C"	1	"29790012"
"7265"	"8"	"Curcumin"	"HGNC:3540"	"F2RL3"	1	"14637278"
"7293"	"8"	"Curcumin"	"HGNC:10723"	"SEMA3A"	1	"22448259"
"7294"	"8"	"Curcumin"	"HGNC:11577"	"TAZ"	1	"25170806"
"7312"	"8"	"Curcumin"	"HGNC:17981"	"RTCA"	1	"28359291"
"7317"	"8"	"Curcumin"	"HGNC:4821"	"HAT1"	1	"26218133"
"7319"	"8"	"Curcumin"	"HGNC:4851"	"HTT"	1	"16516148"
"7337"	"8"	"Curcumin"	"HGNC:8918"	"PHEX"	1	"16890604"
"7350"	"8"	"Curcumin"	"HGNC:28701"	"SCARA5"	1	"27579532"
"7354"	"8"	"Curcumin"	"HGNC:32207"	"LIN28B"	1	"22129484"
"7370"	"8"	"Curcumin"	"HGNC:11744"	"TFAP2C"	1	"23685957"
"7371"	"8"	"Curcumin"	"HGNC:10420"	"RPS3"	1	"29048653"
"7380"	"8"	"Curcumin"	"HGNC:8933"	"PHLDA1"	1	"22828666"
"7422"	"8"	"Curcumin"	"HGNC:365"	"AK5"	1	"10069393"
"7426"	"8"	"Curcumin"	"HGNC:12822"	"XPNPEP1"	1	"27793885"
"7433"	"8"	"Curcumin"	"HGNC:2154"	"PLK3"	1	"26409325"
"7435"	"8"	"Curcumin"	"HGNC:17091"	"NCSTN"	1	"22363450"
"7439"	"8"	"Curcumin"	"HGNC:20187"	"ATG2B"	1	"28391715"
"7443"	"8"	"Curcumin"	"HGNC:13326"	"HUNK"	1	"23983610"
"7455"	"8"	"Curcumin"	"HGNC:18149"	"A4GALT"	1	"16819191"
"7458"	"8"	"Curcumin"	"HGNC:2752"	"PIAS1"	1	"20235152"
"7461"	"8"	"Curcumin"	"HGNC:9942"	"PRPH2"	1	"21109950"
"7462"	"8"	"Curcumin"	"HGNC:14409"	"SLC25A19"	1	"27604683"
"7488"	"8"	"Curcumin"	"HGNC:10466"	"RTKN"	1	"15480428"
"7525"	"8"	"Curcumin"	"HGNC:24042"	"WWTR1"	1	"27738325"
"7529"	"8"	"Curcumin"	"HGNC:26194"	"NUDT18"	1	"29138806"
"7536"	"8"	"Curcumin"	"HGNC:11571"	"TARDBP"	1	"21239154"
"7537"	"8"	"Curcumin"	"HGNC:3272"	"EIF3I"	1	"21239154"
"7538"	"8"	"Curcumin"	"HGNC:8575"	"PAFAH1B2"	1	"21239154"
"7564"	"8"	"Curcumin"	"HGNC:2899"	"DLEC1"	1	"25640947"
"7573"	"8"	"Curcumin"	"HGNC:3148"	"TYMP"	1	"21493726"
"7585"	"8"	"Curcumin"	"HGNC:35164"	"C12orf75"	1	"19676105"
"7597"	"8"	"Curcumin"	"HGNC:30046"	"PINX1"	1	"25374231"
"7601"	"8"	"Curcumin"	"HGNC:9179"	"POLG"	1	"28359291"
"7612"	"8"	"Curcumin"	"HGNC:18809"	"TUBA1B"	1	"21427908"
"7618"	"8"	"Curcumin"	"HGNC:4879"	"HEXB"	1	"21183341"
"7636"	"8"	"Curcumin"	"HGNC:4201"	"KAT2A"	1	"16787365"
"7647"	"8"	"Curcumin"	"HGNC:7764"	"NEUROG1"	1	"21938566"
"7668"	"8"	"Curcumin"	"HGNC:13280"	"ERO1A"	1	"20878089"
"7678"	"8"	"Curcumin"	"HGNC:18078"	"ZBTB7A"	1	"19444642"
"7690"	"8"	"Curcumin"	"HGNC:13388"	"BEX3"	1	"28145533"
"7691"	"8"	"Curcumin"	"HGNC:25475"	"BEX4"	1	"28145533"
"7750"	"8"	"Curcumin"	"HGNC:20610"	"PHLPP1"	1	"19661333"
"7757"	"8"	"Curcumin"	"HGNC:10690"	"CAVIN2"	1	"21697760"
"7758"	"8"	"Curcumin"	"HGNC:5022"	"FOXA2"	1	"29456509"
"7763"	"8"	"Curcumin"	"HGNC:117"	"ACO1"	1	"28243065"
"7777"	"8"	"Curcumin"	"HGNC:11753"	"TFEB"	1	"27689333"
"7779"	"8"	"Curcumin"	"HGNC:2339"	"CRABP2"	1	"28350049"
"7785"	"8"	"Curcumin"	"HGNC:14005"	"PEG10"	1	"29058812"
"7800"	"8"	"Curcumin"	"HGNC:10913"	"SLC12A4"	1	"29899871"
"7862"	"8"	"Curcumin"	"HGNC:5971"	"IL12RB1"	1	"17979888"
"7870"	"8"	"Curcumin"	"HGNC:3267"	"EIF2S3"	1	"26915414"
"7877"	"8"	"Curcumin"	"HGNC:23826"	"CERS6"	1	"25839235"
"7878"	"8"	"Curcumin"	"HGNC:14253"	"CERS1"	1	"25839235"
"7879"	"8"	"Curcumin"	"HGNC:23752"	"CERS3"	1	"25839235"
"7906"	"8"	"Curcumin"	"HGNC:19423"	"ING4"	1	"17594054"
"7939"	"8"	"Curcumin"	"HGNC:20652"	"TXNDC15"	1	"28628644"
"7957"	"8"	"Curcumin"	"HGNC:12515"	"UCHL3"	1	"22510564"
"7959"	"8"	"Curcumin"	"HGNC:12618"	"USP2"	1	"22510564"
"7961"	"8"	"Curcumin"	"HGNC:12628"	"USP5"	1	"22510564"
"7963"	"8"	"Curcumin"	"HGNC:12631"	"USP8"	1	"22510564"
"7984"	"8"	"Curcumin"	"HGNC:28405"	"KMT5C"	1	"23356739"
"8003"	"8"	"Curcumin"	"HGNC:8869"	"PFDN5"	1	"16843665"
"8005"	"8"	"Curcumin"	"HGNC:25070"	"ACD"	1	"27228201"
"8007"	"8"	"Curcumin"	"HGNC:2209"	"COL5A1"	1	"28618934"
"8008"	"8"	"Curcumin"	"HGNC:6485"	"LAMA5"	1	"28618934"
"8009"	"8"	"Curcumin"	"HGNC:6139"	"ITGA3"	1	"28618934"
"8014"	"8"	"Curcumin"	"HGNC:16629"	"RAPGEF3"	1	"25446255"
"8034"	"8"	"Curcumin"	"HGNC:233"	"ADCY2"	1	"17137104"
"8038"	"8"	"Curcumin"	"HGNC:236"	"ADCY5"	1	"17137104"
"8042"	"8"	"Curcumin"	"HGNC:7547"	"MYBL1"	1	"20798532"
"8051"	"8"	"Curcumin"	"HGNC:19297"	"TNK2"	1	"27307780"
"8052"	"8"	"Curcumin"	"HGNC:3955"	"FRK"	1	"27307780"
"8053"	"8"	"Curcumin"	"HGNC:9674"	"PTPRK"	1	"27307780"
"8054"	"8"	"Curcumin"	"HGNC:6080"	"INPPL1"	1	"27307780"
"8057"	"8"	"Curcumin"	"HGNC:4038"	"FZD1"	1	"24814288"
"8060"	"8"	"Curcumin"	"HGNC:2681"	"DAXX"	1	"16101141"
"8061"	"8"	"Curcumin"	"HGNC:16842"	"TP53I11"	1	"16101141"
"8062"	"8"	"Curcumin"	"HGNC:12468"	"UBC"	1	"16101141"
"8063"	"8"	"Curcumin"	"HGNC:14492"	"MRPL41"	1	"16101141"
"8064"	"8"	"Curcumin"	"HGNC:1717"	"SEPT7"	1	"16101141"
"8065"	"8"	"Curcumin"	"HGNC:9920"	"RBP2"	1	"16101141"
"8066"	"8"	"Curcumin"	"HGNC:30764"	"TRAIP"	1	"16101141"
"8086"	"8"	"Curcumin"	"HGNC:20442"	"FBRS"	1	"17671691"
"8087"	"8"	"Curcumin"	"HGNC:18470"	"ZDHHC3"	1	"25938910"
"8113"	"8"	"Curcumin"	"HGNC:7076"	"MIA"	1	"29157028"
"8118"	"8"	"Curcumin"	"HGNC:9184"	"POLL"	1	"26273408"
"8119"	"8"	"Curcumin"	"HGNC:7527"	"MUTYH"	1	"26273408"
"8120"	"8"	"Curcumin"	"HGNC:712"	"ARRB2"	1	"26273408"
"8157"	"8"	"Curcumin"	"HGNC:24959"	"GSX2"	1	"25268357"
"8217"	"8"	"Curcumin"	"HGNC:9302"	"PPP2R1A"	1	"22475723"
"8218"	"8"	"Curcumin"	"HGNC:16944"	"RBM17"	1	"22475723"
"8219"	"8"	"Curcumin"	"HGNC:17821"	"DDX39A"	1	"22475723"
"8220"	"8"	"Curcumin"	"HGNC:3720"	"FKBP4"	1	"22475723"
"8237"	"8"	"Curcumin"	"HGNC:6972"	"MDK"	1	"28934730"
"8251"	"8"	"Curcumin"	"HGNC:10451"	"RRM1"	1	"17052672"
"8252"	"8"	"Curcumin"	"HGNC:9459"	"PROX1"	1	"25874494"
"8253"	"8"	"Curcumin"	"HGNC:6416"	"KRT14"	1	"25051199"
"8260"	"8"	"Curcumin"	"HGNC:7554"	"MYCBP"	1	"26244872"
"8265"	"8"	"Curcumin"	"HGNC:8772"	"PDE10A"	1	"25297556"
"8267"	"8"	"Curcumin"	"HGNC:8793"	"PDE8A"	1	"25297556"
"8283"	"8"	"Curcumin"	"HGNC:6037"	"ILF2"	1	"28259961"
"8307"	"8"	"Curcumin"	"HGNC:28334"	"UPRT"	1	"18594769"
"8308"	"8"	"Curcumin"	"HGNC:43"	"TAP1"	1	"23225435"
"8310"	"8"	"Curcumin"	"HGNC:17071"	"KDM4C"	1	"24936217"
"8311"	"8"	"Curcumin"	"HGNC:22978"	"KDM4A"	1	"24936217"
"8312"	"8"	"Curcumin"	"HGNC:25498"	"KDM4D"	1	"24936217"
"8333"	"8"	"Curcumin"	"HGNC:6863"	"MAP4K1"	1	"9674701"
"8352"	"8"	"Curcumin"	"HGNC:9083"	"PLOD3"	1	"25503135"
"8361"	"8"	"Curcumin"	"HGNC:17046"	"NKD2"	1	"26985708"
"8370"	"8"	"Curcumin"	"HGNC:8890"	"PGC"	1	"21850703"
"8397"	"8"	"Curcumin"	"HGNC:11632"	"TCF21"	1	"27894084"
"8402"	"8"	"Curcumin"	"HGNC:15566"	"ILKAP"	1	"29808718"
"8426"	"8"	"Curcumin"	"HGNC:30265"	"RAB11FIP1"	1	"29700289"
"8428"	"8"	"Curcumin"	"HGNC:18222"	"RBFOX1"	1	"29281876"
"8432"	"8"	"Curcumin"	"HGNC:9390"	"PRKAR1B"	1	"28980920"
"8436"	"8"	"Curcumin"	"HGNC:1750"	"CDH11"	1	"18025290"
"8452"	"8"	"Curcumin"	"HGNC:13867"	"SH3KBP1"	1	"23085457"
"8467"	"8"	"Curcumin"	"HGNC:4793"	"HIST1H4I"	1	"25451013"
"8468"	"8"	"Curcumin"	"HGNC:3033"	"ATN1"	1	"20387230"
"8470"	"8"	"Curcumin"	"HGNC:15632"	"TLR8"	1	"26608647"
"8473"	"8"	"Curcumin"	"HGNC:6273"	"KCNK10"	1	"23479219"
"8477"	"8"	"Curcumin"	"HGNC:9143"	"PHOX2B"	1	"25882494"
"8478"	"8"	"Curcumin"	"HGNC:8632"	"PBX1"	1	"25882494"
"8479"	"8"	"Curcumin"	"HGNC:7000"	"MEIS1"	1	"25882494"
"8499"	"8"	"Curcumin"	"HGNC:14331"	"SPANXC"	1	"21472350"
"8532"	"8"	"Curcumin"	"HGNC:4637"	"GSTM5"	1	"24427321"
"8544"	"8"	"Curcumin"	"HGNC:11573"	"TAT"	1	"27283735"
"8550"	"8"	"Curcumin"	"HGNC:2550"	"CELF2"	1	"26691217"
"8551"	"8"	"Curcumin"	"HGNC:11188"	"SOS2"	1	"21993423"
"8552"	"8"	"Curcumin"	"HGNC:9875"	"RASGRF1"	1	"21993423"
"8563"	"8"	"Curcumin"	"HGNC:16390"	"NOD1"	1	"19723087"
"8564"	"8"	"Curcumin"	"HGNC:6113"	"IRAK2"	1	"19723087"
"8565"	"8"	"Curcumin"	"HGNC:6819"	"MALT1"	1	"19723087"
"8566"	"8"	"Curcumin"	"HGNC:9275"	"PPM1A"	1	"19723087"
"8567"	"8"	"Curcumin"	"HGNC:21354"	"TICAM2"	1	"19723087"
"8568"	"8"	"Curcumin"	"HGNC:11922"	"CD27"	1	"19723087"
"8574"	"8"	"Curcumin"	"HGNC:1074"	"BMP7"	1	"24949215"
"8579"	"8"	"Curcumin"	"HGNC:19876"	"EPC1"	1	"21456169"
"8610"	"8"	"Curcumin"	"HGNC:29361"	"SELENOI"	1	"27354595"
"8611"	"8"	"Curcumin"	"HGNC:5956"	"IHH"	1	"28768930"
"8612"	"8"	"Curcumin"	"HGNC:2185"	"COL10A1"	1	"28768930"
"8622"	"8"	"Curcumin"	"HGNC:257"	"ADK"	1	"28882690"
"8623"	"8"	"Curcumin"	"HGNC:861"	"ATP6V0B"	1	"28882690"
"8624"	"8"	"Curcumin"	"HGNC:8830"	"PEMT"	1	"28882690"
"8625"	"8"	"Curcumin"	"HGNC:1107"	"ZFP36L1"	1	"28882690"
"8626"	"8"	"Curcumin"	"HGNC:1108"	"ZFP36L2"	1	"28882690"
"8627"	"8"	"Curcumin"	"HGNC:11355"	"STAG2"	1	"26515041"
"8629"	"8"	"Curcumin"	"HGNC:8615"	"PAX1"	1	"26081871"
"8630"	"8"	"Curcumin"	"HGNC:6697"	"LRP5"	1	"18290715"
"8653"	"8"	"Curcumin"	"HGNC:28639"	"DHRS11"	1	"26920053"
"8674"	"8"	"Curcumin"	"HGNC:19295"	"LMTK3"	1	"29719770"
"8680"	"8"	"Curcumin"	"HGNC:9636"	"PTP4A3"	1	"19779032"
"8685"	"8"	"Curcumin"	"HGNC:2885"	"DIO3"	1	"29172709"
"8693"	"8"	"Curcumin"	"HGNC:19355"	"JMJD6"	1	"27743319"
"8700"	"8"	"Curcumin"	"HGNC:15630"	"TCERG1"	1	"28210221"
"8701"	"8"	"Curcumin"	"HGNC:9995"	"RGS13"	1	"28210221"
"8702"	"8"	"Curcumin"	"HGNC:18251"	"SELENOH"	1	"28210221"
"8703"	"8"	"Curcumin"	"HGNC:2340"	"CRADD"	1	"28210221"
"8704"	"8"	"Curcumin"	"HGNC:11982"	"TOM1"	1	"28210221"
"8705"	"8"	"Curcumin"	"HGNC:7963"	"NR1D2"	1	"28210221"
"8706"	"8"	"Curcumin"	"HGNC:17008"	"TOPBP1"	1	"28210221"
"8707"	"8"	"Curcumin"	"HGNC:9887"	"RBBP4"	1	"28210221"
"8708"	"8"	"Curcumin"	"HGNC:5047"	"HNRNPR"	1	"28210221"
"8709"	"8"	"Curcumin"	"HGNC:10786"	"SRSF4"	1	"28210221"
"8710"	"8"	"Curcumin"	"HGNC:7976"	"NR2F2"	1	"28210221"
"8713"	"8"	"Curcumin"	"HGNC:13192"	"DNAJC2"	1	"27350366"
"8724"	"8"	"Curcumin"	"HGNC:11110"	"ARID1A"	1	"25749195"
"8744"	"8"	"Curcumin"	"HGNC:18291"	"DMAP1"	1	"27697644"
"8761"	"8"	"Curcumin"	"HGNC:3387"	"EPHA3"	1	"26747522"
"8786"	"8"	"Curcumin"	"HGNC:6316"	"KHSRP"	1	"24900207"
"8796"	"8"	"Curcumin"	"HGNC:12780"	"WNT2"	1	"16545682"
"8809"	"8"	"Curcumin"	"HGNC:29535"	"MTF2"	1	"25526295"
"8836"	"8"	"Curcumin"	"HGNC:1304"	"MRAP"	1	"26709750"
"8872"	"8"	"Curcumin"	"HGNC:1930"	"CHGB"	1	"23517596"
"8875"	"8"	"Curcumin"	"HGNC:10486"	"S100A1"	1	"20201417"
"8911"	"8"	"Curcumin"	"HGNC:7203"	"CD200"	1	"21167595"
"8913"	"8"	"Curcumin"	"HGNC:13919"	"BAG6"	1	"25580684"
"8940"	"8"	"Curcumin"	"HGNC:8919"	"PHF1"	1	"24751005"
"8952"	"8"	"Curcumin"	"HGNC:739"	"ASCL2"	1	"26366338"
"8956"	"8"	"Curcumin"	"HGNC:9142"	"PRRX1"	1	"27102703"
"8957"	"8"	"Curcumin"	"HGNC:21338"	"PRRX2"	1	"27102703"
"8958"	"8"	"Curcumin"	"HGNC:18022"	"TP53INP1"	1	"26238775"
"8959"	"8"	"Curcumin"	"HGNC:14626"	"CDCA5"	1	"26238775"
"8960"	"8"	"Curcumin"	"HGNC:8883"	"CDK14"	1	"26238775"
"8961"	"8"	"Curcumin"	"HGNC:16394"	"CARD6"	1	"26238775"
"8962"	"8"	"Curcumin"	"HGNC:20512"	"BRMS1L"	1	"26238775"
"8963"	"8"	"Curcumin"	"HGNC:24227"	"CCPG1"	1	"26238775"
"8964"	"8"	"Curcumin"	"HGNC:16962"	"CGREF1"	1	"26238775"
"8965"	"8"	"Curcumin"	"HGNC:12383"	"EIPR1"	1	"26238775"
"8966"	"8"	"Curcumin"	"HGNC:29849"	"CADM2"	1	"26238775"
"8970"	"8"	"Curcumin"	"HGNC:13709"	"DEGS1"	1	"29139094"
"8971"	"8"	"Curcumin"	"HGNC:23719"	"PGAP3"	1	"29139094"
"8972"	"8"	"Curcumin"	"HGNC:23064"	"GSTO2"	1	"29139094"
"8973"	"8"	"Curcumin"	"HGNC:21648"	"TOMM7"	1	"29139094"
"8974"	"8"	"Curcumin"	"HGNC:9538"	"PSMB10"	1	"29139094"
"8975"	"8"	"Curcumin"	"HGNC:11619"	"ELOB"	1	"29139094"
"8976"	"8"	"Curcumin"	"HGNC:30862"	"UQCR11"	1	"29139094"
"8989"	"8"	"Curcumin"	"HGNC:3791"	"FOLR1"	1	"28658642"
"9000"	"8"	"Curcumin"	"HGNC:34499"	"SMIM10L2A"	1	"29126958"
"9004"	"8"	"Curcumin"	"HGNC:30419"	"HSD11B1L"	1	"20346654"
"9010"	"8"	"Curcumin"	"HGNC:13164"	"CNBP"	1	"28146130"
"9013"	"8"	"Curcumin"	"HGNC:24948"	"DOT1L"	1	"24522270"
"9030"	"8"	"Curcumin"	"HGNC:5331"	"NOD2"	1	"21631512"
"9108"	"8"	"Curcumin"	"HGNC:7028"	"MEST"	1	"26130461"
"9137"	"8"	"Curcumin"	"HGNC:6913"	"MAX"	1	"26171159"
"9138"	"8"	"Curcumin"	"HGNC:16387"	"OSBPL7"	1	"26171159"
"8677"	"1614"	"curcumin 4,4'-diacetate"	"HGNC:19295"	"LMTK3"	1	"29719770"
"281"	"5488"	"cyanidin"	"HGNC:2187"	"COL11A2"	3	"26586108,22659736,29803697"
"439"	"5488"	"cyanidin"	"HGNC:5397"	"IFI27"	1	"27444805"
"538"	"5488"	"cyanidin"	"HGNC:15962"	"CBX8"	1	"29086902"
"667"	"5488"	"cyanidin"	"HGNC:11766"	"TGFB1"	1	"27649384"
"1430"	"5488"	"cyanidin"	"HGNC:16627"	"CHEK2"	1	"27444805"
"1595"	"5488"	"cyanidin"	"HGNC:3238"	"EGR1"	1	"29742507"
"3163"	"5488"	"cyanidin"	"HGNC:3009"	"DPP4"	1	"26296465"
"3427"	"5488"	"cyanidin"	"HGNC:4191"	"GCG"	1	"26296465"
"4283"	"5488"	"cyanidin"	"HGNC:11990"	"TOP2B"	1	"18053307"
"5806"	"5488"	"cyanidin"	"HGNC:6906"	"MATK"	1	"27444805"
"6843"	"5488"	"cyanidin"	"HGNC:407"	"ALDH1B1"	1	"26927179"
"7221"	"5488"	"cyanidin"	"HGNC:8140"	"OPA1"	1	"29803697"
"8168"	"5488"	"cyanidin"	"HGNC:19016"	"TRIM44"	1	"28720952"
"8903"	"5488"	"cyanidin"	"HGNC:4270"	"GIP"	1	"26296465"
"9016"	"5488"	"cyanidin"	"HGNC:11947"	"TNNI3"	1	"29803697"
"9018"	"5488"	"cyanidin"	"HGNC:7584"	"MYL3"	1	"29803697"
"2573"	"5481"	"cyanidin-3-glycoside"	"HGNC:12003"	"TP73"	1	"22412883"
"4287"	"5533"	"cyanidin-3-O-beta-glucopyranoside"	"HGNC:11990"	"TOP2B"	1	"18053307"
"5150"	"5533"	"cyanidin-3-O-beta-glucopyranoside"	"HGNC:9165"	"SEPT4"	1	"20121190"
"8171"	"5533"	"cyanidin-3-O-beta-glucopyranoside"	"HGNC:19016"	"TRIM44"	1	"28720952"
"592"	"5557"	"cyanidin 3-galactoside"	"HGNC:15962"	"CBX8"	1	"12769521"
"5153"	"5479"	"cyanidin 3-O-glucopyranoside"	"HGNC:9165"	"SEPT4"	1	"20121190"
"109"	"5509"	"cyanidin 3-O-glucoside"	"HGNC:7421"	"MT-CO2"	2	"16277432,29031211"
"766"	"5509"	"cyanidin 3-O-glucoside"	"HGNC:7419"	"MT-CO1"	1	"16277432"
