"id_polifenol"	"polifenol"	"id_gene"	"gene"	"quant"	"pmids"
"6786"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:877"	"ALDH7A1"	1	"16921490"
"6797"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:7372"	"MSMB"	2	"16550001,16331603"
"6829"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:2700"	"DCLK1"	1	"24265293"
"6868"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:4267"	"GHSR"	2	"29524402,25785032"
"6873"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:18171"	"CD244"	1	"11798872"
"6875"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:8543"	"P2RY6"	2	"11798872,11866977"
"6896"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:4265"	"GHRH"	1	"16613992"
"6898"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:4266"	"GHRHR"	1	"16613992"
"6901"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:4564"	"GRB10"	1	"9360986"
"6902"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:4567"	"GRB7"	2	"9360986,23285101"
"6906"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:31401"	"SLC9C1"	2	"22508039,12202953"
"6919"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:16953"	"POSTN"	1	"23728938"
"6943"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:8053"	"NUDT6"	1	"15161349"
"6955"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:8059"	"NUMA1"	1	"11532983"
"6962"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:125"	"ACPP"	1	"12569372"
"6970"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3473"	"ESRRB"	1	"27038254"
"6974"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:5982"	"IL17B"	2	"29371916,17876544"
"7011"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:12681"	"VEGFB"	1	"9660776"
"7014"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:4174"	"GATA6"	1	"18454176"
"7016"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:13273"	"DUOX2"	1	"18454176"
"7028"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:11921"	"TNFRSF6B"	1	"21420502"
"7041"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:5244"	"HSPA9"	1	"28445005"
"7047"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:4193"	"GCH1"	1	"11815603"
"7051"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:10639"	"CXCL13"	1	"17384278"
"7070"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:1060"	"CXCR5"	2	"17384278,24330068"
"7097"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:2701"	"DCC"	1	"19661304"
"7118"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:11931"	"TNFSF15"	1	"21420502"
"7130"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:5164"	"HPSE"	1	"21624769"
"7159"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:14299"	"S1PR5"	1	"16769764"
"7192"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:1689"	"CD59"	1	"12562385"
"7195"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:4035"	"ACKR1"	2	"15827141,21420502"
"7261"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:6993"	"MEF2A"	1	"15994942"
"7263"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:8023"	"NTF3"	1	"21350004"
"7271"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:18216"	"TMEM37"	1	"11313866"
"7280"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:8033"	"NTRK3"	1	"15994942"
"7282"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:2352"	"CREM"	1	"16946004"
"7306"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3416"	"EPOR"	1	"18550701"
"7339"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:17278"	"PNRC1"	1	"10600756"
"7359"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:7997"	"NRG1"	1	"9488037"
"7361"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3420"	"EPS8"	1	"11244499"
"7367"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:1030"	"BDKRB2"	1	"28464378"
"7372"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:29971"	"OSCP1"	1	"23741254"
"7396"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:6883"	"MAPK8IP2"	1	"23123629"
"7423"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:18750"	"RIN2"	1	"15629076"
"7428"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:5461"	"IGBP1"	1	"9092580"
"7438"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:9527"	"PSIP1"	1	"9642218"
"7463"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:5715"	"IGK"	1	"22396784"
"7468"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:4217"	"GDF2"	1	"24805814"
"7489"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:10466"	"RTKN"	1	"15480428"
"7497"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:9522"	"PSG5"	1	"17473185"
"7500"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:4067"	"GABARAP"	1	"20888181"
"7502"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:9980"	"RFPL3"	1	"29749533"
"7515"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:14895"	"ULBP3"	1	"23308050"
"7516"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:16793"	"RAET1E"	1	"23308050"
"7517"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:18541"	"KMT2E"	1	"23308050"
"7518"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:6930"	"MC2R"	1	"16845490"
"7521"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:12769"	"WISP1"	1	"21453685"
"7539"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3978"	"ALDH1L1"	1	"19147541"
"7557"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:7804"	"NFYA"	1	"20203690"
"7562"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:1191"	"EID1"	1	"19913079"
"7581"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:8633"	"PBX2"	1	"16574647"
"7582"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:18391"	"SCGB3A2"	1	"25117566"
"7602"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:1960"	"CHRNA7"	1	"24095863"
"7603"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:10830"	"SH3GL1"	1	"27220321"
"7615"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:12771"	"WISP3"	1	"21391218"
"7634"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:18873"	"IFIH1"	1	"16575407"
"7648"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:6470"	"L1CAM"	1	"10809781"
"7651"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:1113"	"BRS3"	1	"11166731"
"7653"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:14956"	"MUC15"	1	"19520792"
"7667"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:2592"	"CYP11B2"	1	"19418629"
"7682"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3318"	"ELF3"	1	"12628005"
"7683"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:11851"	"TLR5"	1	"21455558"
"7686"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:9878"	"RASGRP1"	1	"18181040"
"7687"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:9855"	"RAP1A"	1	"18181040"
"7693"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:10437"	"RPS6KB2"	1	"11753643"
"7694"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:71"	"ABCF2"	1	"12970168"
"7740"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:16884"	"SH2D3C"	1	"19223550"
"7748"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:5439"	"IFNGR1"	1	"26507164"
"7756"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:24076"	"HEATR6"	1	"26135903"
"7767"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:9982"	"RFX1"	1	"22582395"
"7792"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:11186"	"SORT1"	1	"22128158"
"7793"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:8535"	"P2RX4"	1	"24390819"
"7794"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:8536"	"P2RX5"	1	"24390819"
"7795"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:8538"	"P2RX6"	1	"24390819"
"7804"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:13244"	"NOM1"	1	"11467775"
"7806"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:10497"	"S100A7"	1	"18534028"
"7815"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:11796"	"THRA"	1	"19158403"
"7816"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:12027"	"TRA"	1	"19158403"
"7817"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:24321"	"DENND4A"	1	"21360677"
"7819"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:29605"	"SH2B3"	1	"21853157"
"7820"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:9833"	"MOK"	1	"21853157"
"7821"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:4420"	"GNRH2"	1	"19608641"
"7824"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3165"	"S1PR1"	1	"20979115"
"7825"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:356"	"CRYBG1"	1	"15995627"
"7846"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:2704"	"DCK"	1	"15183121"
"7848"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:1549"	"CBR3"	1	"20806931"
"7856"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:10736"	"SEMA5A"	1	"22821546"
"7857"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:24029"	"INHBE"	1	"11278744"
"7886"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:1171"	"ELP4"	1	"12899525"
"7889"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:12035"	"TRAF5"	1	"11222496"
"7898"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:2235"	"KLF6"	1	"28572744"
"7910"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:5012"	"HMMR"	1	"17392272"
"7918"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:453"	"AMBP"	1	"12180971"
"7930"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:30406"	"HTRA3"	1	"19951697"
"7940"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:20441"	"S100A16"	1	"27240591"
"7941"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:29652"	"WDR77"	1	"16419029"
"7942"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:20974"	"ADGRL3"	1	"25769181"
"7951"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:7020"	"MEP1B"	1	"16170669"
"7952"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:457"	"AMD1"	1	"16170669"
"7965"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:25163"	"BATF2"	1	"21892628"
"7969"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:2363"	"CRKL"	1	"24664993"
"7976"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:14559"	"STOML2"	1	"23667687"
"7977"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:652"	"ARF1"	1	"27213581"
"7986"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:1481"	"CAPNS1"	1	"24482702"
"7991"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3177"	"EDN2"	1	"24901342"
"7992"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3178"	"EDN3"	1	"24901342"
"7993"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:7157"	"MMP11"	1	"16877520"
"7994"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:5967"	"IL11RA"	1	"16964382"
"8019"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:14460"	"NDRG2"	1	"23630579"
"8047"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:4565"	"GRB14"	1	"9360986"
"8048"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:8507"	"OSMR"	1	"11821958"
"8049"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:4519"	"GPR68"	1	"22508039"
"8055"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:4499"	"FFAR3"	1	"20004081"
"8056"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:4501"	"FFAR2"	1	"20004081"
"8077"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:11100"	"SMARCA4"	1	"18345028"
"8083"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:14686"	"JAM2"	1	"29575013"
"8084"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:10864"	"ST3GAL4"	1	"28748356"
"8088"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:28050"	"CIAPIN1"	1	"25724898"
"8094"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:9046"	"PLAGL1"	1	"10597250"
"8105"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:30377"	"SCRIB"	1	"24802235"
"8106"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:6629"	"LLGL2"	1	"24802235"
"8112"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:12799"	"WWOX"	1	"21901168"
"8114"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:20391"	"SULF1"	1	"24596063"
"8121"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:6141"	"ITGA5"	1	"17074207"
"8131"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:5269"	"HSPE1"	1	"25688504"
"8149"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:16647"	"CXCR6"	1	"27038254"
"8152"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:11072"	"SLC9A2"	1	"12202953"
"8153"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:11073"	"SLC9A3"	1	"12202953"
"8159"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:10761"	"SETDB1"	1	"29108991"
"8177"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:18015"	"IL17RB"	1	"29371916"
"8178"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:1932"	"CHI3L1"	1	"21029458"
"8179"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:5476"	"IGFBP7"	1	"29067463"
"8187"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:2034"	"CLDN12"	1	"25727011"
"8192"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:13708"	"GPR182"	1	"27556517"
"8202"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:9677"	"PTPRN2"	1	"18931557"
"8204"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3015"	"DPYSL3"	1	"26934554"
"8205"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:1987"	"CITED2"	1	"17283246"
"8250"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:6465"	"KSR1"	1	"15899786"
"8256"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:9504"	"CYTH3"	1	"10098632"
"8289"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:30620"	"PDGFD"	1	"22613967"
"8315"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:9966"	"REST"	1	"22668508"
"8317"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:11812"	"TRIM24"	1	"29964149"
"8319"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:6513"	"LASP1"	1	"28445005"
"8320"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:6458"	"KRT81"	1	"28445005"
"8323"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:28454"	"DERL1"	1	"23306155"
"8343"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:2926"	"DMBT1"	1	"15760920"
"8355"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:9380"	"PRKACA"	1	"29125193"
"8356"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:30890"	"URGCP"	1	"26657209"
"8371"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:8728"	"PCMT1"	1	"21841813"
"8372"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:13771"	"SOST"	1	"22019892"
"8395"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:2554"	"CUL4A"	1	"24368600"
"8405"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:12698"	"VLDLR"	1	"10066806"
"8406"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:10720"	"SELL"	1	"10590058"
"8411"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:328"	"AGR2"	1	"28810836"
"8412"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:24838"	"ENHO"	1	"20837912"
"8421"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:30134"	"PELP1"	1	"15466214"
"8422"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:9498"	"PSAP"	1	"15466214"
"8423"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3092"	"DYRK1B"	1	"10910078"
"8451"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:30215"	"MACC1"	1	"26681060"
"8457"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3629"	"FDFT1"	1	"9624172"
"8466"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3620"	"FCGR3B"	1	"9064320"
"8469"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:1982"	"CIRBP"	1	"16569452"
"8480"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3562"	"FABP7"	1	"18826602"
"8486"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:9783"	"RAB5A"	1	"28849149"
"8491"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3070"	"DUSP4"	1	"11297525"
"8498"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:30802"	"PNPLA2"	1	"11290612"
"8521"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:6572"	"LGI1"	1	"15047712"
"8524"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:7706"	"NDUFC2"	1	"11891209"
"8525"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:6766"	"MADD"	1	"10092829"
"8536"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:9664"	"PTPRA"	1	"14555984"
"8537"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:11026"	"SLC3A2"	1	"19576658"
"8553"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3073"	"DUSP7"	1	"14576828"
"8578"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:20267"	"TTC9"	1	"16678794"
"8609"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3170"	"S1PR4"	1	"16769764"
"8628"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:3687"	"FGF9"	1	"20464547"
"8692"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:17273"	"KIF15"	1	"28595260"
"8695"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:10643"	"CXCL6"	1	"21682898"
"8698"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:7640"	"NAP1L4"	1	"21682898"
"8748"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:6888"	"MAPKAPK3"	1	"9155018"
"8758"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:6953"	"CD46"	1	"12562385"
"8769"	"4683"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"HGNC:5975"	"IL13RA2"	1	"15827141"
